Image,Category,X_Original,Y_Original,Radius_Original,Diameter_Original
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12954,50762,377.6,755.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,5474,51496.4,301.44,602.88
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,8139.6,46763.6,466,932
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,3896.4,50435.6,452.4,904.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12151.6,8248.4,346.32,692.64
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,2604.4,51183.6,331.36,662.72
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,1366.8,3107.6,482.32,964.64
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12940.4,22079.6,317.76,635.52
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,2441.2,42194,332.72,665.44
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,4712.4,28757.2,272.88,545.76
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,10750.8,24078.8,226.64,453.28
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,10438,1734,422.48,844.96
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,9268.4,19169.2,392.56,785.12
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,11757.2,40657.2,332.72,665.44
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,11852.4,16544.4,272.88,545.76
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12491.6,38494.8,437.44,874.88
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,8955.6,26241.2,342.24,684.48
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,5773.2,22950,467.36,934.72
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,13090,30130.8,422.48,844.96
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12573.2,12654.8,377.6,755.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,13062.8,27941.2,332.72,665.44
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12328.4,46410,437.44,874.88
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,8574.8,1557.2,467.36,934.72
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,3978,51700.4,287.84,575.68
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,3638,19740.4,181.76,363.52
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,4590,44655.6,602,1204
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,3746.8,20706,391.2,782.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12614,26948.4,332.72,665.44
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,13430,38290.8,437.44,874.88
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,10805.2,51088.4,422.48,844.96
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,10900.4,39324.4,377.6,755.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,2998.8,24146.8,255.2,510.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,11594,28254,241.6,483.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,14014.8,48898.8,602,1204
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12967.6,11838.8,452.4,904.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,10370,15334,437.44,874.88
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,7500.4,40412.4,402.08,804.16
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,12151.6,7187.6,467.36,934.72
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,9812.4,27410.8,317.76,635.52
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,5841.2,3134.8,362.64,725.28
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,5678,23915.6,317.76,635.52
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,9771.6,22582.8,282.4,564.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Small,13294,43717.2,176.32,352.64
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7074,5862,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8130,5478,1127.2,2254.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9510,6654,1048,2096
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9426,10854,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11142,5166,1127.2,2254.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10302,3606,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10746,9594,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7278,6930,1153.6,2307.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11490,11502,1114,2228
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,5994,5046,1153.6,2307.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11190,13158,1127.2,2254.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10158,4890,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9714,12894,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7314,9750,1140.4,2280.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8082,7662,1127.2,2254.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9114,5202,1074.4,2148.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11130,6414,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8202,12678,1166.8,2333.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10698,12270,1048,2096
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9186,9258,1180,2360
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10254,8166,1140.4,2280.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8130,8922,1114,2228
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8610,6318,1127.2,2254.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8010,3846,1193.2,2386.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7674,10866,1087.6,2175.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8514,14010,942.4,1884.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9666,22278,916,1832
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9798,11874,1087.6,2175.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7350,4902,929.2,1858.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11754,9282,955.6,1911.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11334,18378,1087.6,2175.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,6234,23214,1008.4,2016.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7746,21942,1074.4,2148.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11970,21402,1034.8,2069.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,6162,6270,850,1700
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,3606,31506,1100.8,2201.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10542,2358,1061.2,2122.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11958,12498,889.6,1779.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7062,13998,955.6,1911.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10590,16206,1153.6,2307.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8526,10410,916,1832
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,1422,4302,955.6,1911.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,6522,3918,955.6,1911.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11670,7914,1087.6,2175.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,2670,3150,1153.6,2307.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8382,50070,836.8,1673.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,6222,1302,968.8,1937.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8418,20502,955.6,1911.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,5574,3630,810.4,1620.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11166,19530,902.8,1805.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10338,10506,823.6,1647.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11442,22242,823.6,1647.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11622,14082,757.6,1515.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,1074,1122,968.8,1937.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,6342,22182,810.4,1620.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7578,15558,955.6,1911.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9810,20418,916,1832
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,4938,14994,876.4,1752.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10674,20874,955.6,1911.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,1638,5478,810.4,1620.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10230,5958,665.2,1330.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10518,14454,863.2,1726.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,10590,45078,942.4,1884.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7914,23682,1008.4,2016.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,5922,9654,823.6,1647.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9174,7878,678.4,1356.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,6366,8790,691.6,1383.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,5106,6174,876.4,1752.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,14010,50382,718,1436
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,8826,16782,889.6,1779.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,4338,4410,876.4,1752.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,12078,26466,797.2,1594.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11646,2586,678.4,1356.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11862,17346,652,1304
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,4386,51186,704.8,1409.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,6006,15042,718,1436
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,7158,12858,652,1304
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,9714,50670,678.4,1356.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Medium,11682,20478,652,1304
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Large,7002,5862,1328.4,2656.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Large,7782,10038,1539.6,3079.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Large,8958,5850,1275.6,2551.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,8934,8202,3847.6,7695.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,7818,3678,3623.2,7246.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,9198,15834,3794.8,7589.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,9510,11394,3108.4,6216.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,4218,6114,3847.6,7695.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,9150,19878,3979.6,7959.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,5910,9270,3702.4,7404.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,4002,2886,2936.8,5873.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,10998,5154,3332.8,6665.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,8286,24114,3953.2,7906.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,6906,13338,3676,7352
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,13278,8934,3940,7880
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,5742,19422,3214,6428
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,6006,31482,3332.8,6665.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,12942,14046,3953.2,7906.4
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,7098,48546,3412,6824
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,8898,618,3451.6,6903.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,11982,49134,2804.8,5609.6
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,4866,23034,2250.4,4500.8
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,14010,18750,2263.6,4527.2
moon_images/NAC_ROI_LANGEMAKLOB_E098S1191.TIF,Extra-Large,10362,28050,1669.6,3339.2
moon_images/NAC_ROI_LOHRMANDLOC_E004S2946_5M.TIF,Small,768.4,3420.4,587.04,1174.08
moon_images/NAC_ROI_LOHRMANDLOC_E004S2946_5M.TIF,Small,1054,2563.6,437.44,874.88
moon_images/NAC_ROI_LOHRMANDLOC_E004S2946_5M.TIF,Small,1570.8,1611.6,467.36,934.72
moon_images/NAC_ROI_LOHRMANDLOC_E004S2946_5M.TIF,Small,482.8,945.2,437.44,874.88
moon_images/NAC_ROI_LOHRMANDLOC_E004S2946_5M.TIF,Small,1720.4,8561.2,286.48,572.96
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,1394,809.2,631.92,1263.84
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,2060.4,5093.2,557.12,1114.24
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,2169.2,4290.8,631.92,1263.84
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,2237.2,1448.4,631.92,1263.84
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,931.6,4508.4,557.12,1114.24
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,850,2767.6,631.92,1263.84
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,1951.6,3216.4,631.92,1263.84
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,2808.4,2631.6,557.12,1114.24
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,1149.2,3556.4,542.16,1084.32
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,2930.8,4603.6,616.96,1233.92
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,1326,2074,631.92,1263.84
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,2550,550.8,631.92,1263.84
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,564.4,1067.6,497.28,994.56
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,2917.2,3733.2,527.2,1054.4
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Small,1258,5283.6,467.36,934.72
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Medium,1422,2070,1087.6,2175.2
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Medium,2418,4506,1114,2228
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Medium,2418,3486,1114,2228
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Medium,2382,1986,929.2,1858.4
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Medium,1338,3762,1021.6,2043.2
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Medium,1074,1038,916,1832
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Medium,1518,4974,744.4,1488.8
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Extra-Large,3438,3006,2558.8,5117.6
moon_images/NAC_ROI_MNDLSHTMLOE_E070N1611_5M.TIF,Extra-Large,234,2814,1984,3968
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,1883.6,2114.8,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,1434.8,1026.8,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,3379.6,1652.4,392.56,785.12
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,646,890.8,497.28,994.56
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,2536.4,1598,587.04,1174.08
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,1122,1815.6,422.48,844.96
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,2808.4,2414,347.68,695.36
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Small,1162.8,197.2,256.56,513.12
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Medium,1734,1458,1140.4,2280.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_20M.TIF,Extra-Large,2250,174,2045.2,4090.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,1706.8,3284.4,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,8330,10941.2,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6018,3869.2,572.08,1144.16
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6562,6874.8,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,11798,7976.4,587.04,1174.08
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,3556.4,5637.2,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5582.8,6439.6,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7310,8316.4,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6711.6,5868.4,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,2495.6,5392.4,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,8860.4,7405.2,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6249.2,5038.8,572.08,1144.16
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,9186.8,10478.8,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,4195.6,8683.6,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,3978,3923.6,512.24,1024.48
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,13810.8,6140.4,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7391.6,7500.4,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5174.8,9404.4,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,890.8,3379.6,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,3991.6,4821.2,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,1298.8,4073.2,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,8302.8,8194,512.24,1024.48
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6847.6,4100.4,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,11403.6,6942.8,587.04,1174.08
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,2305.2,4508.4,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,2686,6398.8,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5310.8,4549.2,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,3746.8,7826.8,572.08,1144.16
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,8058,5514.8,572.08,1144.16
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5868.4,2917.2,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6167.6,9798.8,527.2,1054.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,13212.4,7146.8,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,10669.2,8656.4,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7065.2,5106.8,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,14749.2,7595.6,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7174,2332.4,452.4,904.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,12464.4,8751.6,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,12355.6,7038,587.04,1174.08
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7473.2,9526.8,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,10737.2,9839.6,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5106.8,5460.4,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7391.6,10492.4,467.36,934.72
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,4209.2,2441.2,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,523.6,877.2,512.24,1024.48
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,10982,7772.4,452.4,904.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5093.2,3243.6,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,4549.2,7677.2,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5596.4,10370,587.04,1174.08
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6915.6,3230,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,8139.6,6942.8,602,1204
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,14436.4,5106.8,572.08,1144.16
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,3420.4,3080.4,406.16,812.32
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,12981.2,7990,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5433.2,7554.8,437.44,874.88
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6426,7718,467.36,934.72
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7364.4,6698,587.04,1174.08
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6058.8,8901.2,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,9921.2,7813.2,572.08,1144.16
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,4222.8,9540.4,422.48,844.96
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,14722,6208.4,527.2,1054.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,1706.8,5188.4,332.72,665.44
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,9486,8942,467.36,934.72
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,1475.6,2509.2,437.44,874.88
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,4535.6,6874.8,497.28,994.56
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5052.4,8466,362.64,725.28
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5841.2,822.8,392.56,785.12
