Image,Category,X_Original,Y_Original,Radius_Original,Diameter_Original
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,10070.8,10383.6,331.36,662.72
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,4930,1054,437.44,874.88
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,11471.6,9118.8,287.84,575.68
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,4943.6,10941.2,392.56,785.12
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,7650,4535.6,347.68,695.36
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,3311.6,7092.4,407.52,815.04
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,13878.8,7772.4,257.92,515.84
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,5732.4,11172.4,226.64,453.28
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,8153.2,9975.6,332.72,665.44
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,2590.8,618.8,263.36,526.72
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Small,6589.2,10519.6,228,456
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,5022,5310,1166.8,2333.6
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,6306,5382,1074.4,2148.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,7614,8658,1140.4,2280.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,7242,6786,1127.2,2254.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,4710,3978,1100.8,2201.6
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,5490,7722,1193.2,2386.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,6078,9606,1140.4,2280.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,4242,8130,916,1832
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,6798,3546,1114,2228
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,7266,9714,1193.2,2386.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,2850,5934,982,1964
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,5622,6702,876.4,1752.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,5334,2502,1140.4,2280.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,3234,4974,995.2,1990.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,11622,7434,1100.8,2201.6
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,8502,10374,863.2,1726.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,6882,8010,850,1700
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,5058,9810,797.2,1594.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,14634,6534,1061.2,2122.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,5766,3714,823.6,1647.2
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,2238,4866,863.2,1726.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,10182,8610,876.4,1752.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,11250,8778,929.2,1858.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,13698,7386,995.2,1990.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,12234,8298,836.8,1673.6
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,4338,2130,1127.2,2254.4
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,1398,3906,718,1436
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Medium,3678,4038,810.4,1620.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Large,7722,6318,1288.8,2577.6
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,5430,6042,3187.6,6375.2
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,8502,7674,3451.6,6903.2
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,4242,2958,2950,5900
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,10242,4578,3768.4,7536.8
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,2118,7686,3940,7880
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,6114,9810,2804.8,5609.6
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,12390,11190,3610,7220
moon_images/NAC_ROI_MOUTNPLTLOA_P843S0306_5M.TIF,Extra-Large,7890,2346,2197.6,4395.2
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,2114.8,1897.2,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,1108.4,1992.4,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,2550,1135.6,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,238,1747.6,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,1720.4,2876.4,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,387.6,945.2,376.24,752.48
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,3257.2,1530,602,1204
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,550.8,2590.8,317.76,635.52
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Small,2917.2,2278,166.8,333.6
moon_images/NAC_ROI_MOUTNPLTLOE_P843S0306_20M.TIF,Medium,1362,1542,1061.2,2122.4
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,10465.2,7065.2,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,11063.6,7690.8,602,1204
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,14667.6,10098,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,11811.6,10057.2,616.96,1233.92
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,13185.2,4100.4,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,9472.4,6684.4,482.32,964.64
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,12029.2,8411.6,542.16,1084.32
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,9962,10234,512.24,1024.48
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,14749.2,3366,361.28,722.56
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,9894,7894.8,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,12695.6,10383.6,377.6,755.2
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,13443.6,6657.2,527.2,1054.4
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,14531.6,4290.8,631.92,1263.84
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,10655.6,9771.6,452.4,904.8
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,14354.8,8398,557.12,1114.24
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,11362.8,4426.8,392.56,785.12
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,14912.4,5215.6,344.96,689.92
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,10356.4,6262.8,287.84,575.68
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Small,12083.6,6643.6,177.68,355.36
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Medium,13554,9666,863.2,1726.4
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Medium,11034,7146,744.4,1488.8
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Medium,9846,6978,665.2,1330.4
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Medium,11790,7938,704.8,1409.6
moon_images/NAC_ROI_MOUTNPLTLOF_P843S0306_5M.TIF,Extra-Large,12654,7482,3214,6428
moon_images/NAC_ROI_NECTARISLOC_E106S0418_20M.TIF,Small,578,1734,377.6,755.2
moon_images/NAC_ROI_NECTARISLOC_E106S0418_20M.TIF,Small,591.6,632.4,422.48,844.96
moon_images/NAC_ROI_NECTARISLOC_E106S0418_20M.TIF,Small,686.8,2536.4,467.36,934.72
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,1421.2,863.6,602,1204
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,2862.8,8534,512.24,1024.48
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,3719.6,7922,631.92,1263.84
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,4984.4,6140.4,527.2,1054.4
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,6072.4,3474.8,482.32,964.64
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,5419.6,6997.2,512.24,1024.48
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,3352.4,4943.6,527.2,1054.4
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,6058.8,714,422.48,844.96
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,4426.8,4005.2,557.12,1114.24
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,2958,7323.6,497.28,994.56
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,2658.8,2672.4,542.16,1084.32
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,1965.2,8398,527.2,1054.4
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,6086,5528.4,376.24,752.48
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,3393.2,1326,271.52,543.04
moon_images/NAC_ROI_NECTARISLOD_E118S0416_5M.TIF,Small,4168.4,5093.2,512.24,1024.48
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,2686,1448.4,631.92,1263.84
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,2468.4,6725.2,631.92,1263.84
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,1829.2,7486.8,616.96,1233.92
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,782,7146.8,572.08,1144.16
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,2536.4,7867.6,587.04,1174.08
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,2264.4,2264.4,572.08,1144.16
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,1774.8,1394,467.36,934.72
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,1149.2,1978.8,631.92,1263.84
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,1203.6,3175.6,602,1204
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,1040.4,7949.2,482.32,964.64
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,2264.4,3175.6,602,1204
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,1788.4,3991.6,602,1204
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,2441.2,469.2,512.24,1024.48
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,2794.8,4304.4,418.4,836.8
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,578,6222,542.16,1084.32
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,469.2,4726,392.56,785.12
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,1965.2,6045.2,377.6,755.2
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Small,986,1067.6,347.68,695.36
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Medium,2334,1050,1008.4,2016.8
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Medium,1290,7362,1100.8,2201.6
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Medium,1554,2646,889.6,1779.2
moon_images/NAC_ROI_NECTARISLOE_E171S0266_5M.TIF,Medium,1662,3606,731.2,1462.4
moon_images/NAC_ROI_NECTARISLOF_E205S0287_5M.TIF,Small,958.8,7582,512.24,1024.48
moon_images/NAC_ROI_NECTARISLOF_E205S0287_5M.TIF,Small,2713.2,3066.8,344.96,689.92
moon_images/NAC_ROI_NECTARISLOF_E205S0287_5M.TIF,Small,1965.2,4712.4,236.16,472.32
moon_images/NAC_ROI_OKENCTR_LOB_E466S0764_5M.TIF,Small,2006,863.6,512.24,1024.48
moon_images/NAC_ROI_OKENCTR_LOB_E466S0764_5M.TIF,Small,1652.4,4685.2,192.64,385.28
moon_images/NAC_ROI_OKENCTR_LOB_E466S0764_5M.TIF,Small,2264.4,7201.2,391.2,782.4
moon_images/NAC_ROI_OKENCTR_LOB_E466S0764_5M.TIF,Small,2917.2,550.8,467.36,934.72
moon_images/NAC_ROI_ORIENTALLON_E116S2680_5M.TIF,Small,2618,6249.2,302.8,605.6
moon_images/NAC_ROI_ORIENTALLON_E116S2680_5M.TIF,Small,1965.2,5474,512.24,1024.48
moon_images/NAC_ROI_ORIENTALLON_E116S2680_5M.TIF,Small,4100.4,1149.2,482.32,964.64
moon_images/NAC_ROI_ORIENTALLON_E116S2680_5M.TIF,Small,4685.2,578,407.52,815.04
moon_images/NAC_ROI_ORIENTALLON_E116S2680_5M.TIF,Small,1162.8,5038.8,328.64,657.28
moon_images/NAC_ROI_ORIENTALLON_E116S2680_5M.TIF,Small,4073.2,6738.8,301.44,602.88
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,3366,6983.6,631.92,1263.84
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,3529.2,5814,557.12,1114.24
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,3651.6,4372.4,527.2,1054.4
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,4046,7582,631.92,1263.84
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,2128.4,7078.8,631.92,1263.84
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,3828.4,2631.6,587.04,1174.08
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,2781.2,8153.2,631.92,1263.84
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,4059.6,5188.4,631.92,1263.84
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,2468.4,5433.2,587.04,1174.08
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,4195.6,3556.4,572.08,1144.16
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,2754,3991.6,631.92,1263.84
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,958.8,6956.4,542.16,1084.32
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,2958,4780.4,497.28,994.56
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,3597.2,8262,422.48,844.96
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,1788.4,8357.2,527.2,1054.4
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,3393.2,3420.4,482.32,964.64
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,4100.4,1842.8,616.96,1233.92
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,2903.6,6317.2,452.4,904.8
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,1883.6,6126.8,602,1204
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,4127.6,6630,482.32,964.64
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,1666,3787.6,467.36,934.72
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,1883.6,2985.2,542.16,1084.32
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,741.2,1978.8,422.48,844.96
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Small,4685.2,8126,392.56,785.12
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,3882,7038,1193.2,2386.4
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,3222,4350,1193.2,2386.4
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,2718,5298,1021.6,2043.2
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,2322,7674,810.4,1620.8
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,3738,5934,784,1568
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,1566,6522,916,1832
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,3846,3258,836.8,1673.6
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,2310,2766,731.2,1462.4
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Medium,1362,3966,691.6,1383.2
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Extra-Large,1002,5502,1920.4,3840.8
moon_images/NAC_ROI_PETAVIUSLOA_E243S0617_5M.TIF,Extra-Large,4782,6042,2527.6,5055.2
moon_images/NAC_ROI_PMLAPLCELOA_E469N3344_20M.TIF,Small,1380.4,2074,631.92,1263.84
moon_images/NAC_ROI_PMLAPLCELOA_E469N3344_20M.TIF,Small,714,918,572.08,1144.16
moon_images/NAC_ROI_PMLAPLCELOA_E469N3344_20M.TIF,Small,1829.2,1026.8,572.08,1144.16
moon_images/NAC_ROI_PMLAPLCELOA_E469N3344_20M.TIF,Small,564.4,2006,482.32,964.64
moon_images/NAC_ROI_PMLAPLCELOA_E469N3344_20M.TIF,Small,1394,319.6,272.88,545.76
moon_images/NAC_ROI_PMLAPLCELOA_E469N3344_20M.TIF,Small,2618,686.8,572.08,1144.16
moon_images/NAC_ROI_PMLAPLCELOA_E469N3344_20M.TIF,Medium,1146,1050,995.2,1990.4
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11770.8,3148.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9907.6,3175.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11838.8,1421.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13049.2,10356.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8588.4,3556.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10846,4644.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8914.8,12505.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13307.6,3053.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10995.6,3379.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10274.8,13674.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6099.6,3121.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12219.6,11362.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9091.6,2794.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9472.4,4603.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11267.6,1992.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12573.2,4957.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3012.4,10982,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7405.2,2427.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4848.4,2223.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10274.8,9023.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10451.6,10791.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13307.6,1394,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13443.6,4508.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13892.4,1992.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9227.6,5501.2,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12206,3910,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10682.8,12423.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8506.8,2019.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9037.2,9690,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2699.6,14178,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6562,2291.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8506.8,4535.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,12790.8,2237.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14436.4,4236.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2046.8,11634.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10098,4046,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10995.6,11485.2,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5650.8,10070.8,587.04,1174.08
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3597.2,9989.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,6725.2,8275.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9554,1149.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14490.8,13158,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2169.2,13498,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2944.4,12178.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4508.4,14994,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7609.2,6398.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8534,7119.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9227.6,10968.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9894,10179.6,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4018.8,2250.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4848.4,1176.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,8493.2,11689.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11213.2,727.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9268.4,13538.8,616.96,1233.92
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,3746.8,12002,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,10274.8,2305.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13090,11866,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,1625.2,2441.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5242.8,3842,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,5746,1584.4,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2114.8,14858,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,2482,2386.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,14654,3230,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,4522,8098.8,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,13824.4,10968.4,602,1204
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,850,14191.6,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,7296.4,5106.8,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,9744.4,11621.2,631.92,1263.84
moon_images/NAC_ROI_SHKLTNPKLO1_P888S1247.TIF,Small,11594,9703.6,631.92,1263.84
